Train_ID,Train_Type,Current_Position,Delay_Min,Buffer_Min,Track_Availability,Stopping_Pattern,Section_Type,Speed_Limit,Decision,Hold_Station,Hold_Time,Reroute_Path,Additional_Time,Reason
T1807,Passenger,Station_43,116,20,Occupied,All Stops,Single-line,60,Allow Train T1807 to go first,,,,,
T1808,Express,Station_30,43,45,Occupied,All Stops,Single-line,80,Reroute Train T1808,,,Station_32 → Section_23 → Station_37,5.0,Weather
T1809,Express,Section_47,56,15,Occupied,Skip,Double-line,100,Hold Train T1809,Station_4,30.0,,,
T1810,Freight,Station_44,106,59,Occupied,All Stops,Single-line,120,Reroute Train T1810,,,Station_7 → Section_4 → Station_32,38.0,Maintenance
T1811,Express,Section_7,73,49,Occupied,Skip,Double-line,80,Hold Train T1811,Station_9,7.0,,,
T1812,Passenger,Section_31,97,47,Free,Skip,Single-line,80,Allow Train T1812 to go first,,,,,
T1813,Passenger,Section_32,13,31,Occupied,All Stops,Single-line,100,Reroute Train T1813,,,Station_6 → Section_28 → Station_44,32.0,Accident
T1814,Freight,Station_11,67,46,Occupied,All Stops,Single-line,80,Allow Train T1814 to go first,,,,,
T1815,Freight,Station_26,55,25,Occupied,Skip,Single-line,110,Hold Train T1815,Station_39,30.0,,,
T1816,Express,Station_43,115,27,Occupied,Skip,Double-line,120,Reroute Train T1816,,,Station_13 → Section_36 → Station_48,35.0,Congestion
T1817,Freight,Station_8,90,21,Free,All Stops,Single-line,80,Allow Train T1817 to go first,,,,,
T1818,Freight,Station_15,82,43,Free,All Stops,Single-line,110,Reroute Train T1818,,,Section_28 → Station_35 → Section_15,12.0,Accident
T1819,Express,Station_37,0,48,Free,Skip,Double-line,120,Reroute Train T1819,,,Section_1 → Section_24 → Section_25,17.0,Maintenance
T1820,Passenger,Station_22,52,20,Free,Skip,Single-line,80,Reroute Train T1820,,,Station_4 → Station_14 → Section_8,24.0,Maintenance
T1821,Express,Station_7,79,57,Occupied,All Stops,Double-line,110,Reroute Train T1821,,,Section_16 → Section_17 → Section_1,30.0,Accident
T1822,Freight,Station_39,69,4,Free,All Stops,Single-line,110,Allow Train T1822 to go first,,,,,
T1823,Express,Section_35,49,29,Occupied,Skip,Double-line,90,Hold Train T1823,Station_45,25.0,,,
T1824,Freight,Station_16,116,20,Free,Skip,Single-line,110,Reroute Train T1824,,,Station_4 → Station_13 → Station_25,8.0,Accident
T1825,Express,Station_28,13,22,Occupied,Skip,Single-line,90,Allow Train T1825 to go first,,,,,
T1826,Freight,Station_33,119,45,Free,Skip,Single-line,120,Reroute Train T1826,,,Station_33 → Section_1 → Station_23,30.0,Weather
T1827,Express,Section_31,31,49,Free,Skip,Single-line,90,Allow Train T1827 to go first,,,,,
T1828,Passenger,Station_21,30,34,Occupied,All Stops,Single-line,100,Hold Train T1828,Station_25,5.0,,,
T1829,Passenger,Section_49,17,39,Free,All Stops,Double-line,120,Hold Train T1829,Station_31,14.0,,,
T1830,Express,Section_20,89,56,Occupied,All Stops,Single-line,60,Allow Train T1830 to go first,,,,,
T1831,Passenger,Section_34,43,11,Occupied,Skip,Single-line,80,Allow Train T1831 to go first,,,,,
T1832,Freight,Station_5,112,50,Occupied,Skip,Single-line,120,Reroute Train T1832,,,Section_47 → Section_27 → Section_42,36.0,Congestion
T1833,Passenger,Section_10,102,8,Occupied,All Stops,Single-line,100,Hold Train T1833,Station_19,7.0,,,
T1834,Passenger,Section_46,103,42,Free,Skip,Double-line,100,Reroute Train T1834,,,Section_47 → Section_41 → Section_42,19.0,Accident
T1835,Freight,Station_24,28,35,Free,Skip,Single-line,100,Reroute Train T1835,,,Station_25 → Section_36 → Section_31,15.0,Weather
T1836,Freight,Section_34,54,33,Free,All Stops,Single-line,90,Allow Train T1836 to go first,,,,,
T1837,Freight,Station_30,45,57,Occupied,Skip,Single-line,110,Reroute Train T1837,,,Section_28 → Station_48 → Section_25,20.0,Maintenance
T1838,Express,Section_43,54,43,Free,Skip,Single-line,90,Allow Train T1838 to go first,,,,,
T1839,Passenger,Section_41,59,46,Free,All Stops,Single-line,100,Reroute Train T1839,,,Station_1 → Section_14 → Section_12,28.0,Maintenance
T1840,Freight,Section_22,70,58,Occupied,All Stops,Double-line,80,Hold Train T1840,Station_30,17.0,,,
T1841,Freight,Section_4,90,26,Free,Skip,Single-line,110,Allow Train T1841 to go first,,,,,
T1842,Passenger,Section_25,45,4,Occupied,All Stops,Double-line,90,Reroute Train T1842,,,Station_22 → Station_21 → Station_48,26.0,Accident
T1843,Express,Station_26,104,54,Free,Skip,Double-line,110,Allow Train T1843 to go first,,,,,
T1844,Passenger,Station_38,12,37,Occupied,Skip,Double-line,60,Reroute Train T1844,,,Section_41 → Station_13 → Station_4,31.0,Weather
T1845,Passenger,Station_44,13,43,Free,All Stops,Single-line,100,Hold Train T1845,Station_47,24.0,,,
T1846,Express,Station_43,93,1,Occupied,Skip,Double-line,80,Hold Train T1846,Station_10,9.0,,,
T1847,Express,Station_34,17,26,Occupied,All Stops,Single-line,120,Allow Train T1847 to go first,,,,,
T1848,Freight,Station_23,27,40,Free,Skip,Single-line,100,Allow Train T1848 to go first,,,,,
T1849,Freight,Section_30,83,46,Free,All Stops,Double-line,120,Hold Train T1849,Station_48,26.0,,,
T1850,Freight,Station_41,112,8,Free,Skip,Single-line,100,Reroute Train T1850,,,Station_41 → Section_25 → Section_5,20.0,Weather
T1851,Express,Station_10,11,19,Free,Skip,Single-line,60,Reroute Train T1851,,,Section_15 → Section_2 → Station_21,20.0,Maintenance
T1852,Passenger,Section_44,98,21,Occupied,Skip,Single-line,80,Reroute Train T1852,,,Station_13 → Section_16 → Station_3,20.0,Weather
T1853,Passenger,Section_21,47,45,Free,Skip,Single-line,80,Allow Train T1853 to go first,,,,,
T1854,Freight,Station_20,38,4,Occupied,Skip,Single-line,100,Allow Train T1854 to go first,,,,,
T1855,Express,Section_17,33,27,Free,All Stops,Double-line,110,Hold Train T1855,Station_42,30.0,,,
T1856,Freight,Station_25,23,48,Free,All Stops,Double-line,60,Allow Train T1856 to go first,,,,,
T1857,Freight,Station_17,2,17,Free,All Stops,Double-line,90,Allow Train T1857 to go first,,,,,
T1858,Freight,Station_27,39,19,Free,Skip,Single-line,100,Hold Train T1858,Station_5,6.0,,,
T1859,Express,Station_38,107,25,Free,Skip,Single-line,120,Hold Train T1859,Station_8,11.0,,,
T1860,Express,Station_31,43,23,Occupied,All Stops,Double-line,80,Allow Train T1860 to go first,,,,,
T1861,Freight,Section_11,97,9,Free,Skip,Double-line,100,Reroute Train T1861,,,Section_10 → Station_17 → Section_35,10.0,Weather
T1862,Passenger,Section_50,9,45,Occupied,All Stops,Double-line,100,Hold Train T1862,Station_48,19.0,,,
T1863,Passenger,Station_9,27,32,Occupied,All Stops,Single-line,80,Allow Train T1863 to go first,,,,,
T1864,Freight,Section_19,10,34,Free,All Stops,Single-line,60,Hold Train T1864,Station_33,20.0,,,
T1865,Express,Station_5,35,23,Free,All Stops,Double-line,90,Reroute Train T1865,,,Section_15 → Section_3 → Section_16,10.0,Weather
T1866,Freight,Station_29,35,7,Free,All Stops,Double-line,90,Reroute Train T1866,,,Section_37 → Station_6 → Station_32,11.0,Accident
T1867,Passenger,Station_41,65,21,Free,Skip,Double-line,80,Reroute Train T1867,,,Section_1 → Section_43 → Station_18,7.0,Accident
T1868,Passenger,Station_40,76,12,Free,Skip,Double-line,60,Reroute Train T1868,,,Section_23 → Station_41 → Station_33,6.0,Weather
T1869,Express,Section_17,40,54,Occupied,All Stops,Single-line,80,Allow Train T1869 to go first,,,,,
T1870,Freight,Section_10,81,4,Occupied,Skip,Double-line,110,Reroute Train T1870,,,Station_36 → Station_24 → Station_8,27.0,Accident
T1871,Freight,Section_34,44,46,Occupied,Skip,Double-line,90,Hold Train T1871,Station_49,6.0,,,
T1872,Passenger,Section_48,120,58,Occupied,All Stops,Double-line,120,Reroute Train T1872,,,Section_18 → Section_19 → Section_26,15.0,Congestion
T1873,Express,Section_48,118,2,Free,All Stops,Single-line,120,Reroute Train T1873,,,Station_2 → Station_36 → Station_3,24.0,Weather
T1874,Express,Station_16,100,11,Occupied,All Stops,Single-line,120,Hold Train T1874,Station_24,26.0,,,
T1875,Passenger,Section_19,88,0,Occupied,Skip,Single-line,120,Hold Train T1875,Station_36,18.0,,,
T1876,Passenger,Section_12,10,33,Occupied,All Stops,Double-line,80,Hold Train T1876,Station_9,29.0,,,
T1877,Passenger,Station_39,105,60,Occupied,Skip,Double-line,110,Reroute Train T1877,,,Section_4 → Section_11 → Station_11,12.0,Maintenance
T1878,Express,Section_15,59,29,Free,Skip,Single-line,80,Hold Train T1878,Station_30,29.0,,,
T1879,Express,Section_39,36,42,Occupied,Skip,Single-line,100,Allow Train T1879 to go first,,,,,
T1880,Express,Station_40,107,24,Occupied,All Stops,Double-line,110,Reroute Train T1880,,,Station_8 → Section_47 → Station_28,8.0,Accident
T1881,Express,Section_16,12,51,Occupied,All Stops,Single-line,90,Hold Train T1881,Station_37,10.0,,,
T1882,Passenger,Section_10,2,18,Free,Skip,Single-line,60,Allow Train T1882 to go first,,,,,
T1883,Freight,Section_5,98,18,Free,Skip,Single-line,60,Hold Train T1883,Station_23,27.0,,,
T1884,Passenger,Station_48,12,32,Free,Skip,Double-line,90,Reroute Train T1884,,,Station_11 → Section_11 → Station_8,6.0,Congestion
T1885,Passenger,Station_31,115,48,Occupied,All Stops,Single-line,120,Allow Train T1885 to go first,,,,,
T1886,Passenger,Station_49,103,43,Occupied,All Stops,Single-line,120,Hold Train T1886,Station_14,17.0,,,
T1887,Express,Station_41,11,56,Free,Skip,Single-line,60,Hold Train T1887,Station_17,8.0,,,
T1888,Freight,Station_9,14,37,Free,Skip,Single-line,100,Allow Train T1888 to go first,,,,,
T1889,Passenger,Station_14,31,47,Occupied,Skip,Single-line,60,Hold Train T1889,Station_9,10.0,,,
T1890,Express,Section_37,39,16,Free,All Stops,Double-line,120,Allow Train T1890 to go first,,,,,
T1891,Freight,Section_47,46,52,Free,All Stops,Single-line,90,Hold Train T1891,Station_8,8.0,,,
T1892,Passenger,Station_14,87,20,Occupied,All Stops,Single-line,100,Reroute Train T1892,,,Station_11 → Section_19 → Station_36,26.0,Accident
T1893,Express,Section_7,97,49,Occupied,Skip,Double-line,110,Allow Train T1893 to go first,,,,,
T1894,Freight,Section_33,79,23,Free,Skip,Double-line,110,Reroute Train T1894,,,Section_35 → Station_40 → Station_5,16.0,Congestion
T1895,Express,Station_25,44,35,Occupied,Skip,Double-line,110,Allow Train T1895 to go first,,,,,
T1896,Freight,Station_27,85,47,Occupied,Skip,Single-line,90,Allow Train T1896 to go first,,,,,
T1897,Passenger,Station_41,5,55,Occupied,Skip,Double-line,80,Hold Train T1897,Station_17,30.0,,,
T1898,Passenger,Station_17,45,11,Occupied,All Stops,Double-line,100,Hold Train T1898,Station_17,14.0,,,
T1899,Passenger,Section_23,49,16,Free,Skip,Double-line,100,Hold Train T1899,Station_4,6.0,,,
T1900,Passenger,Station_2,49,36,Free,All Stops,Double-line,110,Hold Train T1900,Station_9,28.0,,,
T1901,Freight,Section_9,46,51,Occupied,Skip,Double-line,100,Reroute Train T1901,,,Station_30 → Section_22 → Station_46,23.0,Weather
T1902,Express,Section_25,12,8,Free,Skip,Double-line,60,Hold Train T1902,Station_11,16.0,,,
T1903,Passenger,Station_46,93,12,Occupied,Skip,Single-line,100,Allow Train T1903 to go first,,,,,
T1904,Freight,Section_29,109,52,Free,Skip,Double-line,100,Allow Train T1904 to go first,,,,,
T1905,Passenger,Section_23,18,25,Free,All Stops,Single-line,120,Hold Train T1905,Station_19,11.0,,,
T1906,Express,Section_38,50,49,Free,Skip,Single-line,90,Allow Train T1906 to go first,,,,,
T1907,Freight,Station_30,95,43,Occupied,Skip,Double-line,90,Allow Train T1907 to go first,,,,,
T1908,Passenger,Section_22,73,22,Free,Skip,Double-line,60,Hold Train T1908,Station_38,13.0,,,
T1909,Freight,Section_4,92,16,Occupied,All Stops,Double-line,120,Reroute Train T1909,,,Station_46 → Section_9 → Section_44,37.0,Maintenance
T1910,Express,Section_8,92,12,Free,All Stops,Double-line,120,Reroute Train T1910,,,Section_35 → Station_19 → Section_7,11.0,Congestion
T1911,Express,Station_19,119,43,Occupied,Skip,Single-line,80,Reroute Train T1911,,,Station_27 → Section_1 → Section_36,13.0,Weather
T1912,Passenger,Station_14,59,26,Occupied,Skip,Double-line,60,Hold Train T1912,Station_47,17.0,,,
T1913,Passenger,Section_35,46,6,Free,Skip,Double-line,80,Reroute Train T1913,,,Station_11 → Station_16 → Station_3,27.0,Maintenance
T1914,Express,Section_41,111,51,Free,Skip,Single-line,100,Reroute Train T1914,,,Station_38 → Section_37 → Section_32,26.0,Accident
T1915,Express,Section_18,91,60,Free,All Stops,Double-line,100,Hold Train T1915,Station_18,10.0,,,
T1916,Express,Section_30,26,20,Occupied,Skip,Single-line,120,Hold Train T1916,Station_13,28.0,,,
T1917,Express,Section_42,56,33,Free,All Stops,Single-line,60,Hold Train T1917,Station_8,6.0,,,
T1918,Express,Station_18,48,0,Occupied,All Stops,Single-line,60,Hold Train T1918,Station_13,25.0,,,
T1919,Freight,Station_33,89,33,Occupied,All Stops,Double-line,80,Hold Train T1919,Station_5,16.0,,,
T1920,Passenger,Section_11,31,7,Free,All Stops,Single-line,60,Reroute Train T1920,,,Section_23 → Section_22 → Station_25,9.0,Weather
T1921,Express,Station_4,85,51,Occupied,Skip,Double-line,110,Allow Train T1921 to go first,,,,,
T1922,Express,Section_10,57,54,Free,Skip,Single-line,110,Hold Train T1922,Station_13,13.0,,,
T1923,Express,Section_45,39,33,Occupied,Skip,Single-line,120,Reroute Train T1923,,,Section_9 → Section_36 → Station_48,6.0,Congestion
T1924,Passenger,Section_20,91,1,Free,Skip,Double-line,80,Allow Train T1924 to go first,,,,,
T1925,Express,Section_22,83,40,Occupied,Skip,Single-line,60,Reroute Train T1925,,,Section_25 → Section_47 → Station_36,27.0,Congestion
T1926,Express,Section_27,82,44,Occupied,All Stops,Single-line,80,Allow Train T1926 to go first,,,,,
T1927,Express,Station_10,104,20,Occupied,All Stops,Single-line,100,Hold Train T1927,Station_29,30.0,,,
T1928,Freight,Station_4,25,10,Free,Skip,Single-line,100,Allow Train T1928 to go first,,,,,
T1929,Freight,Station_37,120,4,Occupied,All Stops,Single-line,80,Reroute Train T1929,,,Station_36 → Station_16 → Station_29,6.0,Maintenance
T1930,Passenger,Section_16,80,34,Occupied,All Stops,Double-line,110,Reroute Train T1930,,,Section_13 → Station_42 → Station_44,39.0,Accident
T1931,Express,Section_26,43,36,Free,All Stops,Double-line,60,Hold Train T1931,Station_40,19.0,,,
T1932,Express,Station_32,50,26,Occupied,All Stops,Single-line,100,Allow Train T1932 to go first,,,,,
T1933,Freight,Section_5,43,6,Free,All Stops,Single-line,60,Hold Train T1933,Station_15,25.0,,,
T1934,Freight,Station_35,97,42,Occupied,Skip,Double-line,100,Allow Train T1934 to go first,,,,,
T1935,Express,Section_13,112,24,Occupied,Skip,Double-line,110,Allow Train T1935 to go first,,,,,
T1936,Freight,Station_37,13,27,Occupied,All Stops,Double-line,60,Hold Train T1936,Station_36,26.0,,,
T1937,Freight,Section_37,112,44,Occupied,All Stops,Double-line,100,Hold Train T1937,Station_40,7.0,,,
T1938,Express,Station_7,50,41,Occupied,All Stops,Single-line,100,Hold Train T1938,Station_6,21.0,,,
T1939,Passenger,Section_30,30,41,Occupied,All Stops,Single-line,100,Hold Train T1939,Station_4,7.0,,,
T1940,Express,Station_36,73,13,Free,All Stops,Double-line,90,Reroute Train T1940,,,Section_36 → Section_27 → Section_17,14.0,Accident
T1941,Express,Section_7,69,0,Occupied,All Stops,Single-line,90,Allow Train T1941 to go first,,,,,
T1942,Passenger,Section_31,75,12,Occupied,All Stops,Single-line,110,Hold Train T1942,Station_24,17.0,,,
T1943,Freight,Station_23,55,57,Free,Skip,Single-line,120,Reroute Train T1943,,,Station_21 → Section_11 → Station_27,26.0,Weather
T1944,Express,Station_19,46,24,Occupied,Skip,Single-line,80,Allow Train T1944 to go first,,,,,
T1945,Express,Station_4,70,49,Occupied,All Stops,Double-line,110,Allow Train T1945 to go first,,,,,
T1946,Passenger,Station_30,18,45,Occupied,Skip,Double-line,100,Hold Train T1946,Station_2,5.0,,,
T1947,Freight,Section_20,100,46,Free,All Stops,Double-line,110,Allow Train T1947 to go first,,,,,
T1948,Passenger,Section_34,77,2,Free,Skip,Single-line,90,Allow Train T1948 to go first,,,,,
T1949,Express,Section_32,51,21,Free,Skip,Double-line,100,Reroute Train T1949,,,Section_19 → Station_35 → Section_29,33.0,Weather
T1950,Express,Section_45,63,51,Free,All Stops,Single-line,60,Hold Train T1950,Station_18,17.0,,,
T1951,Express,Station_36,100,15,Free,All Stops,Single-line,60,Hold Train T1951,Station_47,23.0,,,
T1952,Express,Section_44,111,42,Occupied,All Stops,Double-line,80,Hold Train T1952,Station_36,19.0,,,
T1953,Express,Section_35,93,40,Occupied,Skip,Double-line,100,Allow Train T1953 to go first,,,,,
T1954,Express,Station_46,114,30,Occupied,All Stops,Single-line,120,Hold Train T1954,Station_17,16.0,,,
T1955,Freight,Section_6,54,7,Free,All Stops,Double-line,90,Allow Train T1955 to go first,,,,,
T1956,Passenger,Station_22,62,32,Occupied,Skip,Single-line,90,Allow Train T1956 to go first,,,,,
T1957,Freight,Section_44,77,32,Occupied,Skip,Double-line,80,Reroute Train T1957,,,Station_34 → Section_38 → Section_24,16.0,Maintenance
T1958,Freight,Station_21,17,13,Free,Skip,Single-line,90,Reroute Train T1958,,,Station_4 → Station_2 → Section_10,12.0,Congestion
T1959,Express,Section_35,89,0,Occupied,All Stops,Double-line,90,Hold Train T1959,Station_30,30.0,,,
T1960,Passenger,Station_10,46,53,Occupied,Skip,Double-line,120,Reroute Train T1960,,,Station_49 → Station_50 → Station_1,23.0,Accident
T1961,Passenger,Section_21,75,53,Free,Skip,Single-line,100,Reroute Train T1961,,,Section_45 → Station_40 → Station_48,33.0,Weather
T1962,Passenger,Section_36,57,48,Occupied,All Stops,Double-line,120,Hold Train T1962,Station_25,17.0,,,
T1963,Passenger,Section_12,50,2,Occupied,Skip,Single-line,110,Reroute Train T1963,,,Section_45 → Station_44 → Section_33,13.0,Weather
T1964,Passenger,Station_43,112,20,Free,Skip,Double-line,90,Allow Train T1964 to go first,,,,,
T1965,Passenger,Section_24,79,34,Occupied,Skip,Double-line,80,Hold Train T1965,Station_24,14.0,,,
T1966,Freight,Station_36,18,10,Free,All Stops,Single-line,120,Reroute Train T1966,,,Section_21 → Station_47 → Section_39,7.0,Weather
T1967,Freight,Station_22,76,52,Occupied,Skip,Double-line,120,Hold Train T1967,Station_3,6.0,,,
T1968,Passenger,Section_12,17,19,Occupied,All Stops,Single-line,110,Allow Train T1968 to go first,,,,,
T1969,Express,Station_21,102,55,Free,All Stops,Single-line,60,Allow Train T1969 to go first,,,,,
T1970,Express,Section_20,89,12,Free,Skip,Single-line,60,Allow Train T1970 to go first,,,,,
T1971,Express,Section_16,33,42,Free,All Stops,Double-line,90,Reroute Train T1971,,,Section_19 → Station_42 → Station_44,38.0,Weather
T1972,Passenger,Station_48,17,44,Occupied,All Stops,Single-line,110,Hold Train T1972,Station_7,15.0,,,
T1973,Express,Station_36,24,26,Occupied,All Stops,Double-line,100,Reroute Train T1973,,,Section_17 → Station_28 → Station_41,9.0,Weather
